dataset,item_id,model,mae,rmse,smape,mase,error
chronos_m4_hourly,17:target,chronos:amazon/chronos-t5-tiny,903.8937377929688,1154.3201904296875,0.02780233323574066,0.6400702595710754,
chronos_m4_hourly,17:target,seasonal_naive,1084.9375,1347.9556884765625,0.033682458102703094,0.7682719826698303,
chronos_m4_hourly,17:target,arma,2581.63623046875,2955.84521484375,0.08411171287298203,1.828122615814209,
chronos_m4_hourly,17:target,prophet,1381.2611083984375,1628.1331787109375,0.04682372137904167,0.9781062602996826,
chronos_m4_hourly,17:target,deepar,,,,,Trainer was configured with `enable_checkpointing=False` but found `ModelCheckpoint` in callbacks list.
chronos_m4_hourly,18:target,chronos:amazon/chronos-t5-tiny,72.53201293945312,90.17975616455078,0.031320277601480484,0.6259225010871887,
chronos_m4_hourly,18:target,seasonal_naive,51.14583206176758,107.01275634765625,0.018964119255542755,0.4413682520389557,
chronos_m4_hourly,18:target,arma,139.81173706054688,171.18817138671875,0.06307964026927948,1.2065198421478271,
chronos_m4_hourly,18:target,prophet,102.74846649169922,116.5625991821289,0.04563717916607857,0.8866785168647766,
chronos_m4_hourly,18:target,deepar,,,,,Trainer was configured with `enable_checkpointing=False` but found `ModelCheckpoint` in callbacks list.
chronos_m4_hourly,19:target,chronos:amazon/chronos-t5-tiny,331.904052734375,396.1671142578125,0.04802320897579193,0.7931839227676392,
chronos_m4_hourly,19:target,seasonal_naive,300.8958435058594,407.02239990234375,0.04208815097808838,0.7190805673599243,
chronos_m4_hourly,19:target,arma,552.3768920898438,662.4009399414062,0.0857258141040802,1.320069670677185,
chronos_m4_hourly,19:target,prophet,349.7974548339844,415.1006164550781,0.054443974047899246,0.8359455466270447,
chronos_m4_hourly,19:target,deepar,,,,,Trainer was configured with `enable_checkpointing=False` but found `ModelCheckpoint` in callbacks list.
chronos_weather,0:target,chronos:amazon/chronos-t5-tiny,0.6717482805252075,1.4374274015426636,1.7778700590133667,0.23895852267742157,
chronos_weather,0:target,seasonal_naive,0.5866667032241821,1.5414278507232666,0.6000000238418579,0.2086927741765976,
chronos_weather,0:target,arma,1.6095623970031738,1.757007360458374,1.697478175163269,0.572563648223877,
chronos_weather,0:target,prophet,1.2072727680206299,1.5407031774520874,1.730883240699768,0.4294586777687073,
chronos_weather,0:target,deepar,,,,,Trainer was configured with `enable_checkpointing=False` but found `ModelCheckpoint` in callbacks list.
chronos_weather,1:target,chronos:amazon/chronos-t5-tiny,0.692122757434845,1.740089774131775,1.9187092781066895,0.22152207791805267,
chronos_weather,1:target,seasonal_naive,0.5666667222976685,1.78175950050354,0.4000000059604645,0.1813683807849884,
chronos_weather,1:target,arma,1.573493480682373,1.9045124053955078,1.7743523120880127,0.5036152005195618,
chronos_weather,1:target,prophet,1.2639251947402954,1.8040995597839355,1.794528603553772,0.4045342206954956,
chronos_weather,1:target,deepar,,,,,Trainer was configured with `enable_checkpointing=False` but found `ModelCheckpoint` in callbacks list.
chronos_weather,2:target,chronos:amazon/chronos-t5-tiny,2.037256956100464,3.658900737762451,1.813667893409729,0.42083820700645447,
chronos_weather,2:target,seasonal_naive,2.2666666507720947,4.208562850952148,0.8999999761581421,0.4682275950908661,
chronos_weather,2:target,arma,3.122694730758667,3.713804244995117,1.5742214918136597,0.6450581550598145,
chronos_weather,2:target,prophet,2.97481107711792,3.7235915660858154,1.5844415426254272,0.6145097017288208,
chronos_weather,2:target,deepar,,,,,Trainer was configured with `enable_checkpointing=False` but found `ModelCheckpoint` in callbacks list.
chronos_weather,3:target,chronos:amazon/chronos-t5-tiny,0.41513973474502563,0.8147934079170227,1.8528187274932861,0.1565004587173462,
chronos_weather,3:target,seasonal_naive,0.23333331942558289,0.7201851606369019,0.8400000333786011,0.08796260505914688,
chronos_weather,3:target,arma,1.7939238548278809,1.8049728870391846,1.857037901878357,0.6762781143188477,
chronos_weather,3:target,prophet,1.2978436946868896,1.365249752998352,1.8086998462677002,0.48926451802253723,
chronos_weather,3:target,deepar,,,,,Trainer was configured with `enable_checkpointing=False` but found `ModelCheckpoint` in callbacks list.
chronos_weather,4:target,chronos:amazon/chronos-t5-tiny,2.1003222465515137,5.292387962341309,1.9638837575912476,0.48417383432388306,
chronos_weather,4:target,seasonal_naive,2.0046427249908447,5.345864295959473,0.5333333611488342,0.462117463350296,
chronos_weather,4:target,arma,3.1595375537872314,4.953161716461182,1.6835523843765259,0.7283479571342468,
chronos_weather,4:target,prophet,3.7425713539123535,5.077165603637695,1.6769874095916748,0.8627510070800781,
chronos_weather,4:target,deepar,,,,,Trainer was configured with `enable_checkpointing=False` but found `ModelCheckpoint` in callbacks list.
chronos_weather,5:target,chronos:amazon/chronos-t5-tiny,0.5744596719741821,1.68647038936615,1.633725643157959,0.21964150667190552,
chronos_weather,5:target,seasonal_naive,0.54666668176651,1.705676794052124,0.7333333492279053,0.20901501178741455,
chronos_weather,5:target,arma,1.564686894416809,1.8951590061187744,1.6744921207427979,0.5982494354248047,
chronos_weather,5:target,prophet,1.0584337711334229,1.7019495964050293,1.6104787588119507,0.4046863317489624,
chronos_weather,5:target,deepar,,,,,Trainer was configured with `enable_checkpointing=False` but found `ModelCheckpoint` in callbacks list.
chronos_weather,6:target,chronos:amazon/chronos-t5-tiny,0.8291984796524048,1.5980509519577026,1.5782322883605957,0.29476433992385864,
