source_run,dataset,model,mae,rmse,smape,mase,rain_occurrence_error,positive_mae,wql,wql_macro,wql_median,successful_runs,failed_runs,diagnostic_model,evaluated_tasks,successful_tasks,failed_tasks,total_duration_seconds
external_keyless,official_elexon_demand,chronos_t5_tiny,30666.065538194445,37367.32204861111,0.0577689392699135,0.7023944267065123,,,0.044389296573087,0.0443192413829353,0.0404294961397985,9,0,False,3,3,0,11.886465561990915
external_keyless,official_elexon_demand,seasonal_naive,34517.466796875,44237.20572916666,0.0638096593320369,0.7960409356668589,,,0.0644778280981723,0.0644981515476366,0.0671282796648721,3,0,False,3,3,0,0.0042059659972437
external_keyless,official_elexon_demand,deepar,39770.973307291664,47435.3828125,0.0757020637392997,0.9185282926176164,,,0.0596492634838655,0.059594225477625,0.0512162117570915,9,0,False,3,3,0,111.63786045000596
external_keyless,official_elexon_demand,arima_2_1_2,40633.875,48519.58072916666,0.0765977576375007,0.9369844522683826,,,0.0590287882607491,0.0590527410227656,0.058967636010905,3,0,False,3,3,0,0.4627837819971319
external_keyless,official_elexon_demand,auto_arima,40823.555989583336,48768.83072916666,0.0769606654842694,0.9413617853287568,,,0.0589693625783655,0.0589989781117153,0.0584571268645927,3,0,False,3,3,0,1.48736443999951
external_keyless,official_elexon_demand,prophet,59688.16189236111,67009.55164930556,0.1177588378389676,1.3913569856426369,,,0.0880524322668491,0.0882627429252762,0.0952531233053797,9,0,False,3,3,0,0.7591219899950374
external_keyless,official_usgs_streamflow,timesfm_2_5_200m,1482.40090913039,2288.642434046819,0.3205857299841367,1.128831173634505,,,0.2601051632904734,0.2957121856860222,0.221945010233492,13,0,False,13,13,0,6.184217894002359
external_keyless,official_usgs_streamflow,moirai_2_0_small,1722.1587999784028,2537.578521728516,0.3173247224722917,1.0884068169177117,,,0.2955515542806355,0.3083124072162997,0.2318028434468594,13,0,False,13,13,0,0.2415064620108751
external_keyless,official_usgs_streamflow,chronos_t5_tiny,1835.6538478166628,2658.06284175775,0.3580049027044039,1.154348704570139,,,0.3038554510221314,0.3461012905438775,0.2193062355571989,39,0,False,13,13,0,55.02476569398641
external_keyless,official_usgs_streamflow,auto_arima,2240.264759944036,2800.916189340445,0.3938308713527826,1.146257528634726,,,0.722064713499363,0.7546287672586716,0.8338335066938233,13,0,False,13,13,0,6.593020755000907
external_keyless,official_usgs_streamflow,deepar,2327.207629961845,3205.5081148392114,0.4155104506092194,1.2357728441763025,,,0.4071532007523529,0.4800189669435354,0.2576967575359963,39,0,False,13,13,0,488.8433869899964
external_keyless,official_usgs_streamflow,arima_2_1_2,2438.859977428729,3125.0008453956016,0.3839576252951072,1.1621166086340458,,,0.6369930304638102,0.7341931548572292,0.7960471560016423,13,0,False,13,13,0,1.332765366001695
external_keyless,official_usgs_streamflow,seasonal_naive,4882.870468139648,6595.453228290265,0.6607804046227381,1.9258438590559976,,,0.9391897705450574,1.2435962097036333,0.4736494317021399,13,0,False,13,13,0,0.0091954569907102
external_keyless,official_usgs_streamflow,prophet,5656.87554481702,6175.667157882299,0.6676262494367666,1.3220307034347858,,,0.8238449777614375,0.7603230258766898,0.8003340634548929,39,0,False,13,13,0,4.013768205993983
keyless,chronos_car_parts,moirai_2_0_small,0.3860861352324718,0.6353176173142856,1.8278506353497503,0.6904499384193439,0.7354166666666667,1.3685158942976303,0.932476161130848,1.0773181807842451,1.0014481498959875,40,0,False,40,40,0,0.4704621609980677
keyless,chronos_car_parts,timesfm_2_5_200m,0.4137448743324057,0.6445732874752139,1.4827000621706248,0.7042759750599397,0.6354166666666667,1.2852573317866172,0.9631729571074986,1.1488705092461875,0.9964087199751456,40,0,False,40,40,0,8.622138738998729
keyless,chronos_car_parts,chronos_t5_tiny,0.4693178713506756,0.7428968769372799,1.1373778780301411,0.7366753897053607,0.3006944444444445,1.309461177677237,1.0439728279617326,1.2632972077587723,1.000001516045477,120,0,False,40,40,0,24.754292316007195
keyless,chronos_car_parts,deepar,0.5174827138180628,0.7898542366075263,1.7513274026935202,0.7638089341295874,0.5375,1.4709435755847602,1.3483566020706368,1.3500933684809215,1.0014253401089406,120,0,False,40,40,0,793.4885758559876
keyless,chronos_car_parts,arima_2_1_2,0.5383820969727822,0.710402637720108,1.704496992751956,0.9440384656201454,0.7166666666666667,1.2046955910421189,1.1728076529846418,1.5282303852590378,1.2658446446822476,40,0,False,40,40,0,0.9931107329985024
keyless,chronos_car_parts,auto_arima,0.6325409846147523,0.802343744947575,1.6880447592586278,1.0628285224199072,0.74375,1.2397108907180447,1.3815894427046762,2.5599448473683872,1.2269672736602162,40,0,False,40,40,0,6.802680536002299
keyless,chronos_car_parts,seasonal_naive,0.6437500039115548,1.0662909984588622,0.6734523929655551,1.1530389869877908,0.31875,1.446889398559447,1.744047617125842,2.14606862382136,1.727272723208774,40,0,False,40,40,0,0.0279500630031179
keyless,chronos_car_parts,prophet,1.3485629595195254,1.696550949662924,1.7456642138461271,2.2597998628897344,0.5180555555555555,1.812073190846751,3.0307494781536968,4.460948456378007,3.020093829185416,120,0,False,40,40,0,14.377565817002504
keyless,chronos_m1_yearly,deepar,266028.0850106279,289227.21358639,0.3022565245628357,4.971618514363939,,,0.0855264917100934,0.3232096383721439,0.2007881600604531,180,0,False,60,60,0,638.5113117470023
keyless,chronos_m1_yearly,arima_2_1_2,266771.87085392873,312640.1730043749,0.2287761784313867,3.2620834230774736,,,0.0826847990686449,0.2210237638285112,0.1295923377390022,60,0,False,60,60,0,1.6906235820015354
keyless,chronos_m1_yearly,chronos_t5_tiny,279319.9757156319,338915.60465351015,0.2460343144937521,3.252215949133584,,,0.0944344549909874,0.1930720601099036,0.1408581683997323,180,0,False,60,60,0,15.959579508001298
keyless,chronos_m1_yearly,prophet,300841.3989056508,336622.62707516487,0.2373376733933886,3.184079841542046,,,0.1043665360762343,0.2083985087817756,0.1502291978809507,180,0,False,60,60,0,16.204598841999086
keyless,chronos_m1_yearly,timesfm_2_5_200m,316940.93052696984,369835.82887251774,0.2461299946997314,3.128922193404199,,,0.1056783510755689,0.1817583971119856,0.1171509460412277,60,0,False,60,60,0,10.508781777999502
keyless,chronos_m1_yearly,auto_arima,352893.12252292834,419984.596800826,0.2153149326797575,2.830153036654564,,,0.107402170059862,0.1649503045604404,0.1189211500499535,60,0,False,60,60,0,9.025120259999312
keyless,chronos_m1_yearly,seasonal_naive,361958.8687311927,434453.29560481705,0.2402330044656992,3.417167364531551,,,0.1475166868829862,0.2395193167848467,0.1690468065084192,60,0,False,60,60,0,0.0329059000005145
keyless,chronos_m1_yearly,moirai_2_0_small,379299.06303259137,437484.2777221123,0.2512421795787911,3.507150059754514,,,0.121565395888851,0.1895941971860871,0.1585084354526701,60,0,False,60,60,0,1.341356122000434
keyless,chronos_m3_quarterly,timesfm_2_5_200m,477.211984761556,566.6637479146322,0.1082743374786029,1.1451755285515666,,,0.0776161617328404,0.0834077180107411,0.0605396997598889,60,0,False,60,60,0,11.916417833006562
keyless,chronos_m3_quarterly,auto_arima,545.4391525268554,641.7550674438477,0.1192642107450713,1.2778454279984104,,,0.0846425121313598,0.0923429697743047,0.072259895552429,60,0,False,60,60,0,11.645594778998202
keyless,chronos_m3_quarterly,arima_2_1_2,549.3618591308593,643.2568556467692,0.124026291212067,1.3238266580212554,,,0.0855852087606325,0.0928978307945247,0.0701710488106307,60,0,False,60,60,0,2.1898500250035795
keyless,chronos_m3_quarterly,seasonal_naive,567.9955205281575,650.2966672261556,0.1256532019625107,1.328960953824999,,,0.1120572713275886,0.1213965988326717,0.0890214220340864,60,0,False,60,60,0,0.0357780060012373
keyless,chronos_m3_quarterly,chronos_t5_tiny,590.42601691352,695.3438209533691,0.1324396195924944,1.370856381889158,,,0.0942325162593105,0.1041753332025073,0.0891689104770674,180,0,False,60,60,0,23.81168007800079
keyless,chronos_m3_quarterly,moirai_2_0_small,630.7069096883138,732.2764611562093,0.1417862666305154,1.5152297985837977,,,0.0980671249609534,0.1045136882835082,0.0819881564436111,60,0,False,60,60,0,0.6774999549998029
keyless,chronos_m3_quarterly,prophet,667.7395482381185,765.4105728573269,0.1499454280154572,1.469029717344548,,,0.113530156627776,0.1220462074830852,0.081517125047078,180,0,False,60,60,0,27.09251938199577
keyless,chronos_m3_quarterly,deepar,804.8401309543186,879.6299735599094,0.1628892783282531,1.866470192841729,,,0.1458350989763885,0.1512287771353893,0.1027325923044536,180,0,False,60,60,0,1013.078858600009
keyless,chronos_m4_hourly,moirai_2_0_small,149.74746168678004,195.74912124574183,0.0791893031370515,0.8169763034582042,,,0.032362870236652,0.0602450229620642,0.0259438868328998,60,0,False,60,60,0,0.7734652719973383
keyless,chronos_m4_hourly,chronos_t5_tiny,165.598471062796,222.79332238655124,0.0924172799866129,0.9405310217663928,,,0.0366543544924323,0.0729142924165682,0.0360512954329591,180,0,False,60,60,0,234.6002602029971
keyless,chronos_m4_hourly,timesfm_2_5_200m,169.78010635084163,216.64909267897409,0.0814202537216867,0.7856362551090169,,,0.0361025283101349,0.0600074741479858,0.0303822515415456,60,0,False,60,60,0,13.444693014001132
keyless,chronos_m4_hourly,prophet,197.8757344124218,255.36728828979864,0.1733570247914435,2.036766923719205,,,0.0455143290651658,0.1061522219189909,0.0556343050669451,180,0,False,60,60,0,14.933768017001055
keyless,chronos_m4_hourly,seasonal_naive,215.99680364467204,319.6368232284983,0.1312859970843419,1.5124195926613486,,,0.0599869048491078,0.1229814916661729,0.0691227615264948,60,0,False,60,60,0,0.0361543789995266
keyless,chronos_m4_hourly,deepar,400.3754675193793,463.1393676514427,0.1713506302434123,2.270788356921854,,,0.0996648635373087,0.1469631438335673,0.0741412689498703,180,0,False,60,60,0,1864.368415914002
